BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,15900,95120,114674,DebtCon,Office,4,0,1,278.8920593,0,34,28.23229678
0,25300,46780,62536,DebtCon,Office,18,0,0,189.1366883,0,22,30.74672437
0,14700,14275,90376,HomeImp,Other,14,0,1,273.6025171,0,23,26.84247974
0,9800,53643,113161,DebtCon,ProfExe,5,0,1,230.3032566,0,9,23.7736104
0,16800,56979,90008,HomeImp,ProfExe,10,0,2,178.9299564,1,12,27.8164203
0,8400,78089,90660,DebtCon,Mgr,9,0,0,118.6353947,0,22,27.09304112
0,15900,19639,171350,HomeImp,Self,8,0,0,311.3103604,0,26,26.87672986
0,17800,60611,89943,DebtCon,Office,29,0,0,208.466537,0,21,30.81324059
0,12100,58556,76724,HomeImp,Other,3,0,1,234.6585447,1,16,37.63925293
0,10700,67065,96171,DebtCon,Office,9,0,0,205.0076003,3,28,41.58720119
0,22600,34226,85424,DebtCon,ProfExe,9,0,0,277.8486564,0,18,38.0056832
0,15700,87754,103045,HomeImp,Other,21,0,0,147.450177,4,23,29.18174264
0,19200,73339,95426,DebtCon,Office,1,0,0,169.9797497,4,19,33.29929576
0,21600,45421,75632,DebtCon,Office,2,0,1,230.2422347,0,11,33.45738088
0,20200,88020,139200,DebtCon,Other,10,0,0,99.04640244,3,15,39.91695729
1,27900,62264,39604,DebtCon,Sales,10,3,1,118.7782646,7,23,48.07753147
0,8700,54768,87268,HomeImp,Other,18,0,0,187.5805703,0,28,26.36713414
0,28500,49461,83352,DebtCon,Other,21,0,0,210.0250584,0,26,37.3017641
0,18700,68196,89641,DebtCon,Other,0,2,1,112.9760412,1,26,34.41462163
0,18300,109192,139384,DebtCon,ProfExe,6,0,0,122.8655758,0,14,29.3975931
0,10600,54344,92742,HomeImp,Other,19,0,0,171.205079,0,28,24.55320617
0,12600,49986,67896,DebtCon,Mgr,3,0,0,190.1599072,1,17,29.26631718
0,21700,45640,67023,DebtCon,Other,25,0,0,293.7620767,1,32,34.28537257
0,30400,40386,68120,DebtCon,Mgr,12,1,0,98.82015368,5,15,34.02025719
0,5100,66834,87361,HomeImp,Other,0,2,0,290.034108,0,6,38.76698507
0,12400,24769,87665,HomeImp,ProfExe,21,0,0,238.3827694,0,11,25.33220131
0,8700,43759,50070,HomeImp,Mgr,19,1,1,218.9062534,0,17,34.0581468
0,24400,65233,96473,DebtCon,Other,15,0,0,80.09869097,1,17,35.44294676
0,21500,58646,90807,DebtCon,Other,17,0,0,196.8087927,1,22,31.69796036
0,58900,40100,70672,DebtCon,Other,3,0,0,112.3195141,0,20,30.38843059
0,28900,75887,117989,DebtCon,Other,4,0,0,92.09054215,2,32,40.77888843
0,21800,90065,122335,DebtCon,Self,3,0,0,212.6954676,1,26,34.84691939
0,22600,72522,91587,DebtCon,Other,2,0,0,99.00046796,2,30,35.26211359
0,18100,112832,182418,DebtCon,Office,8,0,0,230.0721311,3,23,40.29869891
0,14300,89984,121189,HomeImp,Mgr,4,0,2,137.5978233,0,25,41.61332522
0,17600,71983,97939,DebtCon,Office,1,0,0,144.3662159,3,19,29.80858976
0,12900,149297,177044,HomeImp,Office,4,0,0,205.8739212,0,56,34.97573417
0,36000,145908,190303,DebtCon,ProfExe,20,0,0,179.7192455,0,21,38.60076499
0,17000,31772,60289,HomeImp,ProfExe,6,0,0,189.2369837,0,13,31.12574653
0,13900,62968,84947,DebtCon,Office,13,0,0,239.7732321,3,37,42.23618914
0,12600,71370,90316,HomeImp,Office,26,0,0,162.3574415,2,14,39.8754838
0,10200,16322,86505,DebtCon,Other,8,0,0,259.1638196,0,14,21.25349814
0,21400,53071,104997,DebtCon,Office,1,0,4,173.5751047,0,47,37.82317309
0,25700,26059,51800,DebtCon,Other,24,0,0,118.0311312,0,10,23.08547854
1,13900,144263,167164,DebtCon,ProfExe,8,2,6,111.5886033,5,38,91.61259998
1,26500,61223,92255,DebtCon,Other,2,0,1,214.0325389,0,17,1.85553998
1,8100,28523,39816,DebtCon,Other,5,0,0,130.6439333,0,16,37.39352642
0,17300,91350,107834,HomeImp,ProfExe,3,0,0,118.1330649,0,24,37.61084501
0,12600,83921,90876,DebtCon,Other,3,0,0,106.9373967,1,32,41.47300108
0,15700,85384,101302,DebtCon,Other,1,0,0,128.286247,0,22,41.56998354
0,15000,84832,107207,HomeImp,Other,19,0,0,124.4505323,4,23,1.59E-307
0,6300,69357,73726,HomeImp,Sales,3,2,0,163.2839332,1,22,42.40781425
0,59800,42069,72082,DebtCon,Other,4,0,0,78.40407309,0,21,29.01621726
0,8300,35343,51986,DebtCon,Other,10,0,0,242.8189669,1,31,37.96660602
0,12800,79151,110583,DebtCon,Other,4,0,0,79.3713845,1,13,33.58669163
0,12200,45095,64736,DebtCon,Other,9,0,0,249.6737711,0,18,31.63530262
0,26800,145772,193135,DebtCon,ProfExe,12,0,0,147.9387954,0,36,40.90432104
1,8900,133847,157399,HomeImp,ProfExe,17,0,2,70.88414409,0,12,34.70233074
0,10600,73844,107640,HomeImp,ProfExe,3,0,0,92.97949051,0,34,37.31928931
0,28400,46126,66942,DebtCon,Office,18,0,0,180.6683082,2,21,33.76903515
0,20600,35530,105838,HomeImp,Other,7,0,0,106.162918,0,15,32.09386652
0,12300,81590,90050,DebtCon,Mgr,6,0,0,136.7467587,1,26,41.73267581
0,16200,87248,116407,DebtCon,Other,20,0,0,270.0076812,1,16,24.54326882
0,14000,59736,97411,DebtCon,ProfExe,7,0,0,200.1553656,1,19,20.11698202
0,33400,20921,37363,DebtCon,Other,28,0,0,198.8970467,0,14,42.55636282
0,33900,128884,172094,DebtCon,Mgr,12,1,0,166.6247382,1,27,42.31889922
1,20600,52946,83558,DebtCon,Other,0,0,0,65.88287939,0,10,65.14359345
0,23400,72262,94646,DebtCon,Other,2,0,0,105.9992656,1,29,31.8406351
1,18800,73396,137076,DebtCon,Office,18,0,1,163.5920452,4,20,40.37537241
0,14600,16535,46993,HomeImp,Office,24,0,0,260.8915332,0,20,28.1898371
0,9800,54861,71138,HomeImp,Other,4,0,0,258.334618,2,16,36.03571287
0,13200,70069,88303,DebtCon,Other,3,0,0,240.8560165,2,25,29.06412827
0,8700,93759,119459,HomeImp,Office,24,0,0,138.09123,1,12,38.72971089
0,67400,66095,147203,HomeImp,Office,10,0,0,118.7647612,0,11,42.04567201
0,18000,74162,89823,DebtCon,Other,0,2,1,121.7614658,1,26,34.02520751
0,13500,88738,114815,DebtCon,Office,9,0,0,239.7437209,0,12,41.07711783
0,13000,15374,59309,HomeImp,Other,6,2,0,355.1312291,1,21,15.82361555
0,10200,55539,65357,DebtCon,Mgr,5,0,0,190.9459308,1,17,28.64082373
0,17700,64964,88856,DebtCon,Office,5,0,0,114.6676183,0,19,21.93300632
1,23800,55753,87971,HomeImp,Other,1,0,0,56.66709939,0,13,64.77572776
0,32200,16232,60238,DebtCon,Other,0,0,0,116.7297455,1,5,37.99908153
0,34000,232312,286305,DebtCon,ProfExe,4,0,0,219.6589319,0,29,15.73593489
0,17500,73071,94267,DebtCon,Office,1,0,0,160.4547005,3,19,32.27680932
0,9200,55643,75267,HomeImp,Other,2,0,1,224.882232,2,15,35.62935439
0,21000,53572,80048,DebtCon,Mgr,9,2,0,69.90656984,2,27,34.9310865
0,15100,81298,108947,DebtCon,ProfExe,9,0,0,194.4434656,1,35,42.24594074
0,13000,49268,72430,DebtCon,ProfExe,19,0,0,192.3644746,0,15,23.61710487
0,28500,97262,131830,DebtCon,Office,10,0,0,168.8035325,0,29,42.3249247
0,30300,18306,66747,DebtCon,Other,1,0,0,95.18143755,1,6,37.58289841
0,34100,138523,196555,DebtCon,ProfExe,21,0,0,185.0054347,1,22,38.8960395
0,17400,55575,78661,DebtCon,Other,17,1,0,198.9896005,1,20,38.99143137
0,11700,101520,110617,DebtCon,Other,18,0,2,198.5433481,1,16,38.72125945
0,14000,83645,101615,HomeImp,ProfExe,5,0,0,116.3376843,0,26,28.29673484
0,23500,190239,233603,DebtCon,ProfExe,3,0,0,285.3312926,0,27,39.91648297
0,7400,65032,83184,HomeImp,Other,15,0,0,230.4202559,1,35,35.41511292
0,16100,94089,159427,HomeImp,ProfExe,6,0,0,101.9604601,0,16,35.99497953
0,17300,65444,91244,DebtCon,ProfExe,8,0,0,202.0496827,0,19,21.57338522
1,19000,24658,47027,HomeImp,Mgr,19,0,0,159.1052252,4,31,53.54819585
0,23900,16082,31196,DebtCon,Other,17,2,0,123.3686461,1,19,26.71625685
0,11700,95411,117927,DebtCon,ProfExe,14,0,0,177.9266958,1,17,34.49056413
0,2400,98449,117195,HomeImp,Office,4,0,0,93.81177485,0,13,29.68182705
0,42100,17852,65877,DebtCon,Other,18,0,0,201.4302702,1,30,43.19519357
0,7600,80900,99525,DebtCon,ProfExe,2,0,0,135.6401963,0,26,34.77708942
0,24800,43287,72898,DebtCon,Other,8,0,0,87.01103562,1,18,34.0310957
0,16600,69644,100411,DebtCon,Office,0,0,0,149.095227,4,19,29.72574682
0,7400,73985,114849,DebtCon,Office,0,0,0,238.5863034,1,38,18.42136986
1,9000,90969,108606,HomeImp,Mgr,5,5,2,113.2575091,5,28,27.34759661
0,13500,89184,116848,DebtCon,ProfExe,13,0,0,174.5064082,1,18,36.01089152
0,18200,61690,89963,HomeImp,ProfExe,15,0,2,157.409679,0,14,27.94667597
1,12400,50573,84008,DebtCon,Other,15,1,0,76.04208693,0,7,41.02796675
0,27300,140773,188414,DebtCon,ProfExe,12,0,0,144.0934648,0,37,41.48280368
0,13900,84427,114209,HomeImp,ProfExe,12,0,2,180.1874224,0,27,33.35187025
1,26800,89146,128923,DebtCon,Mgr,7,2,1,114.4619553,7,16,2.83029717
0,31300,119911,171916,DebtCon,ProfExe,16,0,0,140.4494714,0,16,27.6899107
0,26200,141109,245422,HomeImp,ProfExe,28,0,0,343.7871223,1,18,38.11355594
0,14600,54040,66442,DebtCon,Other,6,0,0,237.5992543,0,18,34.88343531
0,13500,44586,73764,DebtCon,Other,2,0,0,263.9311707,0,21,29.96620202
0,42900,122372,175968,DebtCon,Self,13,0,0,160.7297557,0,4,39.46919961
0,28000,77322,118082,DebtCon,Other,7,0,0,80.65809369,1,31,38.8154384
0,26000,47067,63292,DebtCon,Office,17,0,0,174.6210154,2,21,33.67314644
0,30300,137927,182588,DebtCon,ProfExe,1,1,0,248.980672,1,18,40.36185207
0,18300,90337,103864,HomeImp,ProfExe,3,0,0,118.5345867,0,25,39.72048898
0,15700,40314,60640,HomeImp,Other,25,0,0,255.5274603,0,13,22.54068012
0,6700,66587,70710,DebtCon,ProfExe,9,1,0,43.92338263,1,24,39.73857626
0,12700,60122,93741,DebtCon,Other,0,0,0,38.33492385,1,3,42.10934773
0,35200,239513,37076,DebtCon,Mgr,0,0,1,183.3734523,2,49,40.7798487
0,22800,74979,109716,DebtCon,Mgr,9,0,1,289.8223696,1,28,31.47990688
0,8200,120837,176244,DebtCon,Other,8,0,0,196.7241605,0,20,34.74574315
0,18300,93728,153093,HomeImp,ProfExe,5,0,0,109.3371059,0,16,36.21398749
0,28200,148772,186023,HomeImp,Self,3,0,0,203.5758597,1,17,43.30465807
0,8500,79484,87893,DebtCon,Other,1,0,0,123.6188031,1,10,35.75908385
0,9500,79479,88772,DebtCon,ProfExe,8,0,0,189.5890747,0,12,37.95298991
0,15400,47749,74451,DebtCon,Mgr,3,0,0,133.8993123,1,8,27.92203478
0,24800,109084,140355,DebtCon,Mgr,11,2,0,183.7952585,5,18,40.60479583
0,19900,78142,102085,HomeImp,Mgr,12,0,0,160.3670328,0,27,34.09975711
0,16000,71861,95315,HomeImp,ProfExe,24,0,0,241.412515,1,23,35.4747731
0,38900,198749,270751,DebtCon,ProfExe,4,0,0,245.8954444,0,32,29.62236869
0,9600,45240,60136,DebtCon,Other,2,0,1,83.06675091,0,19,38.45430002
0,21500,107799,160526,DebtCon,Mgr,16,0,0,195.48568,0,25,32.37876814
0,7100,120176,180104,DebtCon,Other,8,0,0,221.6073242,0,18,32.67435897
1,15800,104913,121214,DebtCon,ProfExe,2,0,0,134.0038302,0,21,44.91516055
0,7200,98691,115750,HomeImp,Office,22,0,0,118.0001423,0,11,37.72035861
0,17200,7044,57831,DebtCon,Sales,0,0,0,330.9709043,0,6,37.94331514
0,22400,89985,121601,HomeImp,Mgr,11,0,0,111.9824201,2,24,30.9911741
0,27600,74964,118507,DebtCon,Other,5,0,0,91.7112462,1,32,39.14675577
0,10800,67171,82138,HomeImp,Other,2,0,0,89.12452631,0,6,38.8031464
0,26500,63345,100332,DebtCon,Other,16,0,0,139.5105459,0,30,38.42744457
0,11000,92521,110704,DebtCon,Other,13,0,0,208.8984853,2,16,39.25043329
0,34100,241931,36486,DebtCon,Mgr,1,0,2,196.0088316,3,50,42.45858179
0,17300,79412,114906,DebtCon,Mgr,17,0,0,247.3605705,4,30,36.53643556
0,17600,39063,54561,DebtCon,Other,17,0,0,107.9438175,1,17,38.91921033
0,11300,57377,75038,DebtCon,Office,4,0,0,91.21996117,1,15,25.14027972
1,13900,56710,59348,HomeImp,Other,14,2,1,176.5303274,0,39,24.39371452
0,11600,129432,198705,HomeImp,Office,0,0,0,341.0473292,0,16,39.96325851
0,23300,103162,135013,DebtCon,Mgr,9,1,0,188.9398399,5,18,40.67081708
0,13400,94102,114147,HomeImp,Office,2,0,0,137.707783,0,21,36.80162473
0,11800,65012,91614,HomeImp,Office,26,0,0,171.8895469,2,13,42.48851705
0,9400,61185,65302,DebtCon,Other,1,0,2,117.1710044,2,18,35.61194388
0,21500,141688,184241,HomeImp,Mgr,8,0,0,311.4261279,0,16,44.59015523
0,8400,39677,54707,DebtCon,Office,10,0,0,203.2429653,1,23,31.21770976
0,12000,88210,114224,DebtCon,ProfExe,8,0,0,203.468979,1,36,41.57297152
0,12400,16375,36672,DebtCon,Mgr,8,0,0,120.674928,0,11,24.08943715
0,14400,77366,130330,DebtCon,ProfExe,14,0,1,285.200062,1,18,28.1716511
0,19700,60999,89841,DebtCon,Office,0,0,0,82.10388101,0,22,36.27999035
0,21000,101678,144063,HomeImp,ProfExe,9,0,0,167.7183935,0,22,32.20492622
0,27900,66027,102745,DebtCon,ProfExe,9,0,0,298.1032514,1,32,38.25030605
1,8800,33395,51057,DebtCon,Office,2,0,0,80.82247969,1,20,16.88303101
0,9700,8852,60599,HomeImp,Other,7,2,1,359.1044913,1,21,16.87198276
0,15800,61073,90897,DebtCon,ProfExe,8,0,0,208.5007559,0,20,23.03574584
0,25100,143881,243809,HomeImp,ProfExe,27,0,0,353.9908365,1,18,39.87670703
0,12900,70167,90812,HomeImp,Office,25,0,0,177.0806266,2,13,40.22569566
0,65800,70095,142922,HomeImp,Office,10,0,0,113.0698235,0,12,39.91878984
0,41600,365528,469694,HomeImp,ProfExe,3,0,0,304.9828841,3,15,43.36362433
0,21200,48273,71102,DebtCon,Other,7,0,0,73.30309745,2,19,34.65925993
1,13000,29461,49326,HomeImp,ProfExe,11,0,0,171.5976685,1,8,38.91799988
0,26400,130672,212536,DebtCon,ProfExe,10,0,0,221.5068316,3,26,20.26991879
0,28800,151328,194243,HomeImp,Self,2,0,0,174.9770528,0,17,42.11254013
0,13400,88810,102409,HomeImp,Other,19,0,0,145.7565967,4,24,31.33641826
0,28700,131767,214558,DebtCon,ProfExe,10,0,0,238.794891,2,27,20.52327227
0,14500,100685,129840,HomeImp,ProfExe,9,0,0,166.8463963,2,32,27.52722705
0,33200,57419,103648,DebtCon,Office,4,0,0,175.3867231,1,25,34.28625051
0,33500,18934,42328,DebtCon,Mgr,5,0,0,38.69922722,0,6,34.22224671
0,15300,88251,103063,HomeImp,Other,18,0,0,127.5661883,3,23,28.17177747
0,3600,100693,114743,HomeImp,Office,6,0,0,88.47045213,0,14,29.39354338
0,19900,68830,107598,DebtCon,Office,10,0,0,202.9341954,2,13,30.95751627
0,27600,54328,94216,DebtCon,Other,24,1,2,188.3937419,1,19,26.83331217
0,20400,68928,98587,HomeImp,Office,13,0,0,153.5781354,0,13,36.17609184
0,11000,21780,85505,HomeImp,ProfExe,19,0,0,240.682581,0,10,24.40433511
0,20600,62531,96584,DebtCon,Office,1,0,0,146.839968,0,21,33.94558615
0,23600,136607,172414,DebtCon,Other,6,0,0,226.0402946,0,20,36.97693039
0,8300,51783,57839,DebtCon,Other,3,0,0,96.17667314,0,20,36.21035133
0,15900,42623,66458,DebtCon,ProfExe,4,0,0,146.8278924,1,12,30.28912983
0,15800,20665,43790,DebtCon,Mgr,8,0,0,108.4139366,0,11,22.82689244
0,22700,108488,139559,HomeImp,ProfExe,11,0,0,190.9727785,0,23,34.08001623
0,29000,32109,49912,DebtCon,Other,34,0,0,278.5650034,1,23,39.79656076
0,33900,231455,290039,DebtCon,ProfExe,4,0,0,222.8746479,0,30,16.6894908
1,10300,70147,122124,HomeImp,Other,1,0,0,58.89568589,0,7,57.99501862
1,9000,52311,68994,DebtCon,Office,0,0,1,137.7840036,0,9,28.45471286
1,22800,129697,167475,DebtCon,ProfExe,5,0,1,202.6038029,1,18,22.04393384
0,18400,68655,94322,HomeImp,ProfExe,8,0,0,76.79470126,0,15,32.74121014
0,22800,62754,101781,HomeImp,ProfExe,19,0,0,628.9819479,0,24,20.20030223
0,20600,91183,138268,DebtCon,Other,12,0,0,113.1666358,3,15,41.20785574
0,50200,46670,102264,HomeImp,Self,9,0,0,211.2358604,3,35,38.68051971
0,22400,47687,65704,DebtCon,Office,6,0,0,174.557897,2,27,36.21976783
0,12200,57785,72971,DebtCon,Other,2,0,0,166.8994602,1,16,34.70964393
0,22000,61251,91744,DebtCon,Office,0,0,0,145.4891553,0,21,34.34790875
0,33700,73877,124834,DebtCon,Mgr,10,0,0,68.48269459,0,34,25.96045509
0,33300,19675,47894,DebtCon,Mgr,6,0,0,42.43527965,0,7,36.66861708
0,13300,49491,69028,DebtCon,ProfExe,16,0,0,195.8776327,0,15,24.87750841
0,11900,81318,105454,HomeImp,ProfExe,6,0,0,92.13682104,1,33,37.52575103
0,5500,72147,69918,HomeImp,Sales,4,2,0,158.5344979,0,23,43.40443024
0,15400,50402,65561,DebtCon,Mgr,25,0,0,282.6229052,0,16,38.09790247
0,37200,205922,267238,DebtCon,ProfExe,2,1,0,238.2114799,0,32,31.62284354
0,23500,62441,97293,DebtCon,Office,1,0,0,152.8327542,0,21,34.53125999
0,4900,57461,68494,DebtCon,ProfExe,8,0,4,183.6356132,0,30,22.79542355
0,27900,142346,185057,DebtCon,ProfExe,9,0,1,155.548699,0,36,39.39704272
0,30800,21172,37333,DebtCon,Other,30,0,0,208.4986963,0,15,41.35817107
0,21400,96016,135783,DebtCon,Mgr,14,0,0,169.0161379,2,25,35.61202481
0,31200,15557,62847,DebtCon,Other,0,0,0,99.56044187,1,6,37.39411875
0,20400,173975,219297,DebtCon,Office,12,0,0,198.5572405,0,32,40.7848993
0,3900,102143,118742,HomeImp,Office,2,0,0,85.27736558,0,13,29.34392109
0,25800,82058,116330,DebtCon,ProfExe,11,0,1,128.4471699,0,18,27.98945739
0,27300,97373,126102,DebtCon,Office,10,0,1,139.1325983,0,28,39.17355395
0,18400,63569,95729,HomeImp,ProfExe,23,0,0,237.2759487,0,23,38.41536702
1,8600,36933,42289,DebtCon,Mgr,4,0,0,100.6164211,2,26,38.43649008
0,34900,236340,37598,DebtCon,Mgr,2,0,1,220.6025351,4,50,41.85741593
0,22200,138121,180144,DebtCon,ProfExe,22,0,0,240.703069,1,24,40.62189416
0,25200,55283,103324,DebtCon,ProfExe,0,0,0,181.4513682,0,26,32.92386047
0,13700,89345,105590,DebtCon,ProfExe,6,0,0,201.0424021,2,37,43.47167729
1,18600,73473,105848,HomeImp,Mgr,9,0,4,186.7128357,1,14,27.64603658
0,17400,123579,168243,DebtCon,Office,4,0,0,146.3520808,0,20,26.6035115
0,11200,66868,107794,DebtCon,Office,10,0,0,152.9298285,1,12,39.64082898
0,11100,27861,47737,HomeImp,Other,8,0,0,89.49211666,0,4,34.05094936
0,12900,18106,37881,DebtCon,Mgr,8,0,0,134.3841089,0,10,20.51596186
0,28400,72870,95647,DebtCon,Office,11,0,0,139.0452547,0,20,37.82067845
0,13900,78442,105065,HomeImp,ProfExe,0,0,0,71.55047746,0,19,34.75170874
0,15100,72645,106343,DebtCon,Other,5,0,0,80.77214991,2,13,34.47559678
0,12000,38130,68707,DebtCon,Office,23,0,0,234.8879805,1,29,26.3012369
0,12100,68941,75029,HomeImp,Office,14,0,0,254.1896555,0,31,43.89784955
0,21400,92241,133791,DebtCon,Other,11,0,0,81.44638031,3,15,41.39546183
0,28000,62376,104073,DebtCon,Other,16,1,0,146.1419296,0,30,39.75984964
0,20600,185050,234004,DebtCon,ProfExe,3,0,0,313.6044894,0,27,40.04911263
0,27500,150666,192346,HomeImp,Self,3,0,0,177.8714733,0,17,39.97865033
0,7500,72097,69408,HomeImp,Sales,4,1,0,155.3919622,1,23,41.60098336
0,38600,145590,209950,HomeImp,ProfExe,4,0,0,149.8811289,0,31,35.58278883
0,13500,63572,102739,HomeImp,ProfExe,7,0,0,250.5613569,0,12,34.91379344
0,9400,61213,70800,HomeImp,Other,5,0,0,75.86265973,3,20,39.40381239
0,5600,29648,39907,HomeImp,ProfExe,11,0,0,180.5630691,0,13,21.55494966
0,4700,88026,115506,HomeImp,ProfExe,6,0,0,182.2483316,0,27,29.20902258
0,21200,44097,64703,DebtCon,Office,12,0,2,123.8939486,1,21,40.13923179
0,16400,71906,86144,DebtCon,Office,2,0,0,126.1701523,1,20,23.69800763
0,17600,39057,50933,DebtCon,ProfExe,6,0,0,239.2016301,1,35,39.30107072
0,24700,149235,178454,DebtCon,ProfExe,5,0,0,324.1377835,0,34,38.70999145
0,13600,55901,87519,DebtCon,Office,13,0,1,107.9131329,0,23,36.3270224
0,19600,49984,84519,DebtCon,Other,12,0,0,92.81133322,0,10,7.614065422
1,8000,32100,36739,HomeImp,Other,4,0,0,79.45884505,2,8,31.27671568
0,22100,132417,170643,DebtCon,ProfExe,4,0,0,180.0368768,0,37,21.23609046
0,6400,28041,33438,DebtCon,Other,1,1,0,10.42564285,10,6,29.75370028
0,10800,49953,75322,DebtCon,Other,0,0,0,58.89273133,8,21,23.87594619
0,26300,78851,109090,DebtCon,Office,8,0,0,405.4304292,0,44,42.34162639
0,20800,46434,68490,DebtCon,Office,6,0,0,171.2834728,2,26,35.99929647
0,16000,65901,85627,DebtCon,Office,5,0,0,117.3570325,0,20,21.44534142
0,10200,34522,43076,HomeImp,Other,9,0,0,92.90754834,0,3,36.84535669
0,26400,79163,123792,DebtCon,Office,0,0,0,310.6145549,0,24,38.1099786
0,16000,74459,103255,DebtCon,Other,6,3,0,72.8645904,1,21,24.93522997
0,5500,93051,115374,HomeImp,ProfExe,6,0,0,187.0205188,1,27,27.6467485
0,12900,39401,53758,HomeImp,Other,22,0,0,118.6463752,0,23,38.68944062
0,8500,77954,82965,HomeImp,Other,25,0,0,350.7763043,1,46,28.58451556
0,17500,90221,113564,DebtCon,Other,19,0,0,265.1846252,1,17,27.02943897
0,16500,51758,138693,DebtCon,Other,2,0,0,283.0698409,5,43,39.71677072
0,18100,32554,92419,DebtCon,ProfExe,8,0,0,164.9096132,1,20,29.01660998
0,29900,135955,182161,DebtCon,ProfExe,0,0,0,235.3710385,2,18,38.69974659
0,21400,128095,167824,DebtCon,ProfExe,6,0,0,180.4173542,0,38,17.49570049
0,11700,56990,83334,HomeImp,Other,4,0,2,177.4326989,0,13,30.9986945
0,17000,45671,64516,HomeImp,Other,27,0,0,246.1797214,0,13,25.7012056
0,12300,114457,144284,DebtCon,ProfExe,1,0,0,252.6592531,0,45,32.4971451
0,29400,39354,75553,DebtCon,Mgr,13,1,0,77.34259704,6,15,35.11044889
0,21700,128841,172954,DebtCon,ProfExe,4,0,0,165.3102818,0,37,20.3428108
0,20900,59228,92224,DebtCon,Office,1,0,0,157.0711836,1,21,37.67720937
0,7300,60973,79443,HomeImp,Other,14,0,0,239.6202976,1,36,36.72713636
0,10000,84580,118924,HomeImp,Office,31,0,0,341.9449756,2,37,35.24889763
0,30100,24350,40356,DebtCon,Other,0,0,0,81.8402502,0,6,13.40999565
0,30600,78355,124426,DebtCon,Mgr,11,0,0,81.22339757,1,34,25.94257777
0,22300,34326,103199,HomeImp,Other,6,0,0,141.6770299,0,14,30.47179852
0,4000,105164,112774,HomeImp,Office,1,0,0,94.72487417,0,13,29.39092806
0,20600,44826,66226,DebtCon,Office,13,0,1,120.4332624,0,22,40.91194986
1,3700,17857,21144,HomeImp,Other,5,0,0,129.7173231,1,9,26.63434752
0,17500,51102,69532,DebtCon,Other,5,0,0,108.3160802,2,49,31.49594571
0,13600,7627,59173,HomeImp,Other,7,2,0,362.5122503,1,22,14.26712754
0,33700,132617,172152,DebtCon,Mgr,15,0,0,178.4111833,1,28,42.45764485
0,19100,105111,176829,DebtCon,Office,6,0,0,211.4003375,4,24,41.41312385
1,20800,176235,209695,DebtCon,Other,9,3,0,159.7067703,0,25,38.59193997
0,6700,49367,59609,HomeImp,Other,6,0,0,99.30370078,0,17,25.23136638
0,13600,87294,115183,HomeImp,ProfExe,11,0,2,185.3385058,0,28,35.54980874
1,53600,208197,297280,DebtCon,ProfExe,4,1,1,160.4852512,2,29,41.6467315
0,21700,88313,139567,DebtCon,Other,11,0,0,89.8395582,3,14,39.09887429
0,13000,78766,106450,HomeImp,ProfExe,6,0,0,107.9513117,0,26,24.87099388
1,20500,85884,103546,DebtCon,Other,5,9,0,39.98582958,5,16,34.06826893
1,26800,18459,53907,DebtCon,Other,0,0,0,200.4170271,0,6,71.51211057
0,25400,61771,105880,DebtCon,Other,17,0,1,130.1504229,0,29,37.19524901
1,2900,7750,67996,HomeImp,Other,16,3,0,122.2046628,2,8,36.211348
0,17000,73184,96889,DebtCon,Mgr,0,0,0,71.95379199,0,16,28.00439848
0,27300,66878,93656,DebtCon,Office,11,0,0,153.7959046,0,20,39.08500634
0,12800,29100,39264,HomeImp,Other,7,0,0,93.39500247,2,12,31.28306102
0,13800,21711,32357,DebtCon,Office,7,0,0,105.6662342,0,17,20.33315559
0,15900,58518,82095,HomeImp,ProfExe,10,0,2,177.24778,0,14,28.81879312
1,9900,88236,104953,DebtCon,ProfExe,1,0,0,51.64870524,0,2,28.62263209
0,12900,67038,110955,DebtCon,Office,9,0,0,147.1974137,0,12,37.08598608
0,4200,66272,82953,HomeImp,Other,3,0,0,110.2786626,0,15,43.45058791
0,10100,114590,215784,HomeImp,ProfExe,2,0,0,123.1691828,0,14,27.84508378
0,8400,57694,70782,HomeImp,Other,4,0,0,125.7103247,0,34,37.62278555
0,28600,26189,50409,DebtCon,Other,36,0,0,287.4961733,0,23,38.6443946
0,27800,64804,97553,DebtCon,Other,15,1,0,105.0986637,1,17,32.17786106
0,9900,31244,44138,HomeImp,Mgr,14,0,0,60.6344698,1,9,31.68813428
0,35700,238104,43026,DebtCon,Mgr,3,0,1,206.6470786,3,49,41.27663712
1,6900,57257,63752,DebtCon,Other,10,2,0,138.234778,0,22,38.37246088
0,10700,48322,64383,DebtCon,Other,0,1,0,185.2567347,2,12,28.03080155
0,24300,50826,68199,DebtCon,Other,7,0,0,71.1819889,1,19,36.49620108
0,12100,48149,74539,DebtCon,ProfExe,17,0,0,200.0325616,0,15,23.13097189
0,13000,80587,110064,DebtCon,Other,6,0,0,85.00919673,1,13,33.99003974
0,33200,119049,175867,DebtCon,ProfExe,17,0,0,112.4677853,0,16,28.51781662
0,18100,62783,86066,DebtCon,Other,0,0,0,293.3585868,2,15,43.6177143
0,12100,56335,86648,HomeImp,Other,17,0,0,206.2470947,0,17,35.12787435
